stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
29,01204,Corse,43.64067027,3.81139611,0,S5430
S5170,5170,Aube Rouge,43.63939147,3.92405603,1,
1030,35221,Aube Rouge,43.63939147,3.92405603,0,S5170
1216,42163,Aube Rouge,43.6385425,3.92493605,0,S5170
1222,42207,Aube Rouge,43.63853405,3.92489868,0,S5170
1360,35114,Aube Rouge,43.63939147,3.92405603,0,S5170
S5494,5494,Henri René,43.60314289,3.88194115,1,
322,08132,Henri René,43.60314289,3.88194115,0,S5494
S5309,5309,Hauts de Fontcaude,43.63217926,3.79849076,1,
825,25118,Hauts de Fontcaude,43.63217926,3.79849076,0,S5309
847,25219,Hauts de Fontcaude,43.63217191,3.79903514,0,S5309
S5310,5310,Hôtel de Ville,43.61395626,3.80521293,1,
830,25129,Hôtel de Ville,43.61395626,3.80521293,0,S5310
851,25229,Hôtel de Ville,43.61387538,3.80521085,0,S5310
S5479,5479,Georges Frêche - Hôtel de Ville,43.59931674,3.89486304,1,
1267,43141,Georges Frêche - Hôtel de Ville,43.59931674,3.89486304,0,S5479
1280,43217,Georges Frêche - Hôtel de Ville,43.59935286,3.89485166,0,S5479
S5187,5187,Idate,43.6517115,3.89720951,1,
699,22163,Idate,43.6517115,3.89720951,0,S5187
725,22264,Idate,43.65152713,3.89752638,0,S5187
S5277,5277,L'Île Bleue,43.64835484,3.83183625,1,
791,24117,L'Île Bleue,43.64835484,3.83183625,0,S5277
808,24215,L'Île Bleue,43.64846671,3.83219821,0,S5277
S5499,5499,Industrie,43.58456565,3.88164905,1,
62,03103,Industrie,43.58456565,3.88164905,0,S5499
111,03225,Industrie,43.58475347,3.88171596,0,S5499
S5500,5500,Iris,43.59903922,3.88539263,1,
70,03111,Iris,43.59903922,3.88539263,0,S5500
103,03217,Iris,43.59876083,3.88537272,0,S5500
S5501,5501,Irissou,43.59396374,3.85277523,1,
555,17135,Irissou,43.59396374,3.85277523,0,S5501
563,17235,Irissou,43.59402439,3.85293763,0,S5501
S5608,5608,Place d'Italie,43.64178849,3.81838185,1,
16,01130,Place d'Italie,43.64178849,3.81838185,0,S5608
31,01206,Place d'Italie,43.64186072,3.81835897,0,S5608
S5383,5383,Astruc,43.61019017,3.85467817,1,
1257,43117,Astruc,43.61019017,3.85467817,0,S5383
1290,43241,Astruc,43.61024131,3.85487748,0,S5383
S5283,5283,Cimetière Jacou,43.6591495,3.90941181,1,
685,22115,Cimetière Jacou,43.6591495,3.90941181,0,S5283
709,22207,Cimetière Jacou,43.65944982,3.90792176,0,S5283
S5286,5286,Collège Pierre Mendès France,43.66725131,3.91238447,1,
695,22135,Collège Pierre Mendès France,43.66725131,3.91238447,0,S5286
719,22222,Collège Pierre Mendès France,43.66718967,3.91229607,0,S5286
S5290,5290,Hélios,43.66146624,3.919469,1,
706,22204,Hélios,43.66146624,3.919469,0,S5290
S5315,5315,Le Martinet,43.63408371,3.80324279,1,
827,25125,Le Martinet,43.63408371,3.80324279,0,S5315
1349,25134,Le Martinet,43.63408371,3.80324279,0,S5315
S5296,5296,Parc,43.66131201,3.90907514,1,
701,22166,Parc,43.66131201,3.90907514,0,S5296
723,22261,Parc,43.66156812,3.90939178,0,S5296
S5302,5302,Thym,43.65915242,3.91723784,1,
692,22129,Thym,43.65915242,3.91723784,0,S5302
S5303,5303,Tournesol,43.66039625,3.91578631,1,
707,22205,Tournesol,43.66039625,3.91578631,0,S5303
S5291,5291,Jacou,43.65470293,3.91288003,1,
696,22136,Jacou,43.65470293,3.91288003,0,S5291
721,22237,Jacou,43.65469394,3.91287978,0,S5291
1219,42169,Jacou,43.65460408,3.9128773,0,S5291
1343,22236,Jacou,43.65470293,3.91288003,0,S5291
S5285,5285,Coeur de Ville,43.65943735,3.91310984,1,
708,22206,Coeur de Ville,43.65943735,3.91310984,0,S5285
S5487,5487,Guillaume Janvier,43.59764541,3.86456193,1,
217,06109,Guillaume Janvier,43.59764541,3.86456193,0,S5487
234,06212,Guillaume Janvier,43.59709857,3.86381753,0,S5487
S5528,5528,Les Aubes,43.61367884,3.88884568,1,
536,14109,Les Aubes,43.61367884,3.88884568,0,S5528
539,14209,Les Aubes,43.61358158,3.88873168,0,S5528
1205,42139,Les Aubes,43.61397118,3.88851955,0,S5528
1233,42231,Les Aubes,43.61395481,3.88840775,0,S5528
S5503,5503,Jasse de Maurin,43.57953896,3.86276715,1,
412,10138,Jasse de Maurin,43.57953896,3.86276715,0,S5503
462,10254,Jasse de Maurin,43.57975306,3.86288415,0,S5503
S5750,5750,Jasses,43.57061564,3.82775057,1,
856,26101,Jasses,43.57061564,3.82775057,0,S5750
867,26208,Jasses,43.57043502,3.82846293,0,S5750
S5188,5188,Jean Jaurès,43.6399519,3.89414004,1,
676,22103,Jean Jaurès,43.6399519,3.89414004,0,S5188
716,22218,Jean Jaurès,43.64002593,3.89399351,0,S5188
S5504,5504,Jean Bart,43.62559219,3.83772497,1,
270,07137,Jean Bart,43.62559219,3.83772497,0,S5504
S5259,5259,Jeu de Ballon,43.55218755,3.77604064,1,
986,33107,Jeu de Ballon,43.55218755,3.77604064,0,S5259
995,33203,Jeu de Ballon,43.55218995,3.77653507,0,S5259
S5539,5539,Lycée Jean Monnet,43.62417634,3.83480438,1,
302,07237,Lycée Jean Monnet,43.62417634,3.83480438,0,S5539
384,09226,Lycée Jean Monnet,43.62428023,3.83509173,0,S5539
S5292,5292,Jean Joubert,43.66728195,3.91460216,1,
1126,39101,Jean Joubert,43.66728195,3.91460216,0,S5292
1128,39201,Jean Joubert,43.66731844,3.91456601,0,S5292
S5297,5297,Piscine,43.66057516,3.92629218,1,
703,22201,Piscine,43.66057516,3.92629218,0,S5297
S5379,5379,Antoine-Laurent de Jussieu,43.637276,3.88011704,1,
478,11121,Antoine-Laurent de Jussieu,43.637276,3.88011704,0,S5379
482,11202,Antoine-Laurent de Jussieu,43.63724199,3.87997996,0,S5379
S5311,5311,Juvignac,43.61748508,3.81014169,1,
1249,43101,Juvignac,43.61748508,3.81014169,0,S5311
S5743,5743,Allée du Bois,43.58214127,3.82439098,1,
587,20102,Allée du Bois,43.58214127,3.82439098,0,S5743
633,20235,Allée du Bois,43.58213024,3.82453909,0,S5743
S5673,5673,Vincent Auriol,43.64796667,3.86415079,1,
726,22266,Vincent Auriol,43.64796667,3.86415079,0,S5673
750,23124,Vincent Auriol,43.65025783,3.86678729,0,S5673
S5324,5324,Valat de la Fosse,43.61052657,3.80555778,1,
820,25107,Valat de la Fosse,43.61052657,3.80555778,0,S5324
840,25211,Valat de la Fosse,43.61068337,3.80526488,0,S5324
S5399,5399,Castelle,43.58665136,3.87217048,1,
170,05102,Castelle,43.58665136,3.87217048,0,S5399
199,05228,Castelle,43.58661857,3.871947,0,S5399
S5314,5314,Le Labournas,43.61454032,3.80058814,1,
831,25130,Le Labournas,43.61454032,3.80058814,0,S5314
852,25230,Le Labournas,43.61442216,3.8006841,0,S5314
S5190,5190,La Pompignane (Les Lacs),43.62581357,3.90080851,1,
318,08121,La Pompignane (Les Lacs),43.62581357,3.90080851,0,S5190
324,08203,La Pompignane (Les Lacs),43.62510754,3.89989814,0,S5190
418,10149,La Pompignane (Les Lacs),43.62512949,3.90024525,0,S5190
S5516,5516,Lagoya,43.6121904,3.90602788,1,
415,10146,Lagoya,43.6121904,3.90602788,0,S5516
457,10249,Lagoya,43.61212839,3.90596432,0,S5516
S5776,5776,Lahntal,43.71631681,4.00454903,1,
1305,27124,Lahntal,43.71631681,4.00454903,0,S5776
1313,27224,Lahntal,43.71614146,4.00425881,0,S5776
S5295,5295,Lucien Lambert,43.65694902,3.91236009,1,
1127,39102,Lucien Lambert,43.65694902,3.91236009,0,S5295
1129,39202,Lucien Lambert,43.65694992,3.9122982,0,S5295
S5513,5513,La Pile,43.61731833,3.86811974,1,
74,03119,La Pile,43.61731833,3.86811974,0,S5513
99,03211,La Pile,43.61712466,3.86782995,0,S5513
S5753,5753,La Roque,43.56987546,3.83512448,1,
857,26102,La Roque,43.56987546,3.83512448,0,S5753
866,26207,La Roque,43.56988633,3.83498877,0,S5753
S5517,5517,Las Cazes,43.61610331,3.84711438,1,
340,09111,Las Cazes,43.61610331,3.84711438,0,S5517
381,09217,Las Cazes,43.6165324,3.84664317,0,S5517
S5384,5384,Avenue de l'Agriculture,43.61210455,3.86110086,1,
346,09117,Avenue de l'Agriculture,43.61210455,3.86110086,0,S5384
375,09211,Avenue de l'Agriculture,43.61218682,3.86100407,0,S5384
S5515,5515,La Source,43.62103702,3.85685975,1,
250,07110,La Source,43.62103702,3.85685975,0,S5515
293,07221,La Source,43.62166007,3.85602249,0,S5515
S5518,5518,Las Rébès,43.62080213,3.84924329,1,
80,03129,Las Rébès,43.62080213,3.84924329,0,S5518
93,03204,Las Rébès,43.62073076,3.84920428,0,S5518
S5329,5329,Chemin de Lattes,43.57239962,3.89628059,1,
549,17103,Chemin de Lattes,43.57239962,3.89628059,0,S5329
558,17219,Chemin de Lattes,43.5730756,3.89678124,0,S5329
S5333,5333,Entreprises,43.56419418,3.87923181,1,
572,18123,Entreprises,43.56419418,3.87923181,0,S5333
578,18219,Entreprises,43.56406696,3.87932727,0,S5333
872,27104,Entreprises,43.56419418,3.87923181,0,S5333
876,27210,Entreprises,43.56406696,3.87932727,0,S5333
S5335,5335,Mairie,43.56866916,3.90435087,1,
566,18103,Mairie,43.56866916,3.90435087,0,S5335
575,18206,Mairie,43.56847559,3.90406121,0,S5335
S5327,5327,Lattes Centre,43.57050335,3.904327,1,
574,18125,Lattes Centre,43.57050335,3.904327,0,S5327
1298,43259,Lattes Centre,43.57074924,3.90534756,0,S5327
1337,18228,Lattes Centre,43.57050335,3.904327,0,S5327
S5746,5746,Château du Terral,43.5829772,3.83091729,1,
586,20101,Château du Terral,43.5829772,3.83091729,0,S5746
634,20236,Château du Terral,43.58293955,3.83103997,0,S5746
S5752,5752,La Lauze,43.56176209,3.84518423,1,
860,26108,La Lauze,43.56176209,3.84518423,0,S5752
1340,20243,La Lauze,43.56176209,3.84518423,0,S5752
S5520,5520,Lavalette,43.63773484,3.86933577,1,
187,05161,Lavalette,43.63773484,3.86933577,0,S5520
209,05284,Lavalette,43.63755757,3.86915772,0,S5520
S5521,5521,Lavandin,43.60031528,3.85178101,1,
551,17131,Lavandin,43.60031528,3.85178101,0,S5521
1336,17231,Lavandin,43.60031528,3.85178101,0,S5521
S5267,5267,Avenue de Rome,43.64324069,3.82392824,1,
782,24104,Avenue de Rome,43.64324069,3.82392824,0,S5267
806,24210,Avenue de Rome,43.64314201,3.82391329,0,S5267
S5642,5642,Saint-Lazare,43.6273237,3.88895666,1,
420,10151,Saint-Lazare,43.6273237,3.88895666,0,S5642
453,10245,Saint-Lazare,43.62710678,3.8890374,0,S5642
1210,42149,Saint-Lazare,43.62661875,3.88859098,0,S5642
1228,42221,Saint-Lazare,43.62664606,3.88856697,0,S5642
S5532,5532,Louis Blanc,43.61474608,3.87833279,1,
1144,41129,Louis Blanc,43.61474608,3.87833279,0,S5532
1173,41227,Louis Blanc,43.61473622,3.87839439,0,S5532
S5524,5524,Léon Blum,43.60926045,3.8904082,1,
387,09234,Léon Blum,43.60926045,3.8904082,0,S5524
1150,41141,Léon Blum,43.60891336,3.8901637,0,S5524
1167,41215,Léon Blum,43.60893996,3.89018916,0,S5524
1427,21125,Léon Blum,43.60984135,3.8906467,0,S5524
S5246,5246,Jean Jaurès,43.65723724,3.94291556,1,
603,20126,Jean Jaurès,43.65723724,3.94291556,0,S5246
615,20208,Jean Jaurès,43.65661847,3.94281147,0,S5246
S5816,5816,Méditerranée,43.64575654,3.93443412,1,
1352,30108,Méditerranée,43.64575654,3.93443412,0,S5816
1357,30208,Méditerranée,43.64587245,3.93449926,0,S5816
S5160,5160,Le Grès,43.66250114,4.00911868,1,
902,29107,Le Grès,43.66250114,4.00911868,0,S5160
919,29206,Le Grès,43.66252274,4.0100481,0,S5160
S5161,5161,Le Levant,43.6617039,4.01764007,1,
904,29109,Le Levant,43.6617039,4.01764007,0,S5161
S5275,5275,Le Rio,43.64666361,3.80631427,1,
784,24106,Le Rio,43.64666361,3.80631427,0,S5275
804,24208,Le Rio,43.64629364,3.80774079,0,S5275
S5546,5546,Maréchal Leclerc,43.59433157,3.88519082,1,
494,12106,Maréchal Leclerc,43.59433157,3.88519082,0,S5546
526,12231,Maréchal Leclerc,43.59428876,3.88504124,0,S5546
S5247,5247,Le Crès,43.63897389,3.93410814,1,
639,21101,Le Crès,43.63897389,3.93410814,0,S5247
S5156,5156,Fenouillet,43.66359043,4.02178241,1,
905,29110,Fenouillet,43.66359043,4.02178241,0,S5156
915,29202,Fenouillet,43.66467475,4.02143051,0,S5156
S5217,5217,Leenhardt,43.65680355,3.88505316,1,
714,22213,Leenhardt,43.65680355,3.88505316,0,S5217
S5715,5715,Le Mas,43.72159435,4.03580685,1,
938,31105,Le Mas,43.72159435,4.03580685,0,S5715
944,31205,Le Mas,43.72144469,4.03560404,0,S5715
S5523,5523,Lemasson,43.59371041,3.87327545,1,
1197,42119,Lemasson,43.59371041,3.87327545,0,S5523
1241,42251,Lemasson,43.59373702,3.87330091,0,S5523
S5526,5526,Lepic,43.60139701,3.86307889,1,
256,07117,Lepic,43.60139701,3.86307889,0,S5526
S5533,5533,Louis Lépine,43.61462788,3.91459522,1,
355,09137,Louis Lépine,43.61462788,3.91459522,0,S5533
388,09235,Louis Lépine,43.61470551,3.91482008,0,S5533
S5346,5346,Mas de Lépôt,43.58630411,3.79796036,1,
1114,38107,Mas de Lépôt,43.58630411,3.79796036,0,S5346
1123,38207,Mas de Lépôt,43.58661312,3.79837636,0,S5346
S5168,5168,Le Puits,43.72599359,4.02238725,1,
1307,27216,Le Puits,43.72599359,4.02238725,0,S5168
1350,27125,Le Puits,43.72599359,4.02238725,0,S5168
S5530,5530,Les Pins,43.59094764,3.87348562,1,
172,05104,Les Pins,43.59094764,3.87348562,0,S5530
873,27114,Les Pins,43.59059118,3.87326578,0,S5530
S5455,5455,Fac de Lettres,43.63012027,3.86998537,1,
175,05124,Fac de Lettres,43.63012027,3.86998537,0,S5455
195,05207,Fac de Lettres,43.63043334,3.86946159,0,S5455
S5360,5360,La Grand Font,43.66895475,3.86120767,1,
738,23112,La Grand Font,43.66895475,3.86120767,0,S5360
766,23216,La Grand Font,43.6687722,3.86012532,0,S5360
S5386,5386,Bagatelle,43.59537578,3.8443648,1,
134,04142,Bagatelle,43.59537578,3.8443648,0,S5386
166,04244,Bagatelle,43.59509064,3.84418411,0,S5386
S5186,5186,Georges Pompidou,43.64927111,3.92101273,1,
1218,42167,Georges Pompidou,43.64927111,3.92101273,0,S5186
1220,42203,Georges Pompidou,43.64926267,3.92097535,0,S5186
S5199,5199,Place de la Liberté,43.63315917,3.89576182,1,
674,22101,Place de la Liberté,43.63315917,3.89576182,0,S5199
718,22220,Place de la Liberté,43.63321541,3.89560245,0,S5199
S5361,5361,La Lironde,43.66031034,3.84874247,1,
733,23107,La Lironde,43.66031034,3.84874247,0,S5361
771,23221,La Lironde,43.65993843,3.84898027,0,S5361
S5470,5470,Garcia Lorca,43.59113102,3.89022444,1,
66,03107,Garcia Lorca,43.59113102,3.89022444,0,S5470
107,03221,Garcia Lorca,43.59088136,3.8900816,0,S5470
1433,44105,Garcia Lorca,43.59100621,3.8907776,0,S5470
1434,44106,Garcia Lorca,43.59119999,3.89105497,0,S5470
1435,44201,Garcia Lorca,43.59116334,3.89110345,0,S5470
1439,44205,Garcia Lorca,43.59097872,3.89081396,0,S5470
S5755,5755,Louise Michel,43.58092328,3.83383134,1,
610,20140,Louise Michel,43.58092328,3.83383134,0,S5755
636,20240,Louise Michel,43.58092448,3.83374481,0,S5755
S5294,5294,Lou Pradet,43.66225642,3.92199239,1,
705,22203,Lou Pradet,43.66225642,3.92199239,0,S5294
S5535,5535,Louvain,43.61351392,3.85868866,1,
345,09116,Louvain,43.61351392,3.85868866,0,S5535
376,09212,Louvain,43.61332069,3.8590052,0,S5535
S5534,5534,Louis Ravaz,43.62011324,3.85221959,1,
79,03126,Louis Ravaz,43.62011324,3.85221959,0,S5534
85,03137,Louis Ravaz,43.6197106,3.85144172,0,S5534
94,03205,Louis Ravaz,43.62002424,3.85215536,0,S5534
114,03229,Louis Ravaz,43.61966636,3.85139105,0,S5534
S5536,5536,Lucullus,43.59480439,3.88858032,1,
68,03109,Lucullus,43.59480439,3.88858032,0,S5536
105,03219,Lucullus,43.59470696,3.88847872,0,S5536
S5317,5317,Luminaire,43.60799148,3.81084942,1,
818,25105,Luminaire,43.60799148,3.81084942,0,S5317
842,25213,Luminaire,43.60784534,3.81101885,0,S5317
S5162,5162,Mairie,43.66115255,4.0131905,1,
903,29108,Mairie,43.66115255,4.0131905,0,S5162
918,29205,Mairie,43.66177032,4.01277522,0,S5162
S5585,5585,Patrice Lumumba,43.57884869,3.86454168,1,
422,10153,Patrice Lumumba,43.57884869,3.86454168,0,S5585
450,10242,Patrice Lumumba,43.57896795,3.86437175,0,S5585
S5537,5537,Lycée Frédéric Bazille,43.64555716,3.86225412,1,
190,05202,Lycée Frédéric Bazille,43.64555716,3.86225412,0,S5537
529,13102,Lycée Frédéric Bazille,43.6449008,3.86226134,0,S5537
532,13202,Lycée Frédéric Bazille,43.64478362,3.86228296,0,S5537
S5540,5540,Lycée Jules Ferry,43.60869974,3.84102971,1,
262,07124,Lycée Jules Ferry,43.60869974,3.84102971,0,S5540
281,07207,Lycée Jules Ferry,43.60865567,3.84096669,0,S5540
S5828,5828,Bellevue,43.60757556,3.74143608,1,
1412,42184,Bellevue,43.60757556,3.74143608,0,S5828
1420,42284,Bellevue,43.60752148,3.74144712,0,S5828
S5192,5192,Mairie de Castelnau,43.63300911,3.89744101,1,
128,04125,Mairie de Castelnau,43.63300911,3.89744101,0,S5192
S5829,5829,Chemin des Pins,43.60838041,3.76305622,1,
1410,42181,Chemin des Pins,43.60838041,3.76305622,0,S5829
1418,42281,Chemin des Pins,43.60834791,3.76347604,0,S5829
S5833,5833,Les Clauzes,43.60609533,3.74328004,1,
1411,42183,Les Clauzes,43.60609533,3.74328004,0,S5833
1419,42283,Les Clauzes,43.6061141,3.74321865,0,S5833
S5830,5830,Clos des Pins,43.60293838,3.73925625,1,
1416,42191,Clos des Pins,43.60293838,3.73925625,0,S5830
1424,42291,Clos des Pins,43.60384264,3.73953822,0,S5830
S5348,5348,Camp du Soleil,43.74937791,3.96058183,1,
1064,36156,Camp du Soleil,43.74937791,3.96058183,0,S5348
1104,36259,Camp du Soleil,43.74950298,3.960635,0,S5348
S5545,5545,Marché Gare,43.5838395,3.8859082,1,
63,03104,Marché Gare,43.5838395,3.8859082,0,S5545
110,03224,Marché Gare,43.58380054,3.88611737,0,S5545
S5158,5158,Gaston Baissette,43.6645807,4.01706844,1,
916,29203,Gaston Baissette,43.6645807,4.01706844,0,S5158
S5834,5834,Mas de Garenc,43.60854623,3.7379836,1,
1413,42185,Mas de Garenc,43.60854623,3.7379836,0,S5834
1421,42285,Mas de Garenc,43.60852778,3.73802026,0,S5834
S5831,5831,Fontaine Romaine,43.6061232,3.73627885,1,
1415,42190,Fontaine Romaine,43.6061232,3.73627885,0,S5831
1423,42290,Fontaine Romaine,43.60614069,3.73631639,0,S5831
S5832,5832,La Rouvière Longue,43.60076944,3.73458912,1,
1414,42188,La Rouvière Longue,43.60076944,3.73458912,0,S5832
1422,42288,La Rouvière Longue,43.60076944,3.73458912,0,S5832
S5839,5839,Montaud Stade,43.75197805,3.95625281,1,
1441,36261,Montaud Stade,43.75197805,3.95625281,0,S5839
S5509,5509,Jeu de Mail des Abbés,43.62021045,3.88409822,1,
1208,42145,Jeu de Mail des Abbés,43.62021045,3.88409822,0,S5509
1230,42225,Jeu de Mail des Abbés,43.62021115,3.88404874,0,S5509
S5581,5581,Parc Malbosc,43.62340226,3.83097263,1,
385,09227,Parc Malbosc,43.62340226,3.83097263,0,S5581
S5544,5544,Malbosc,43.63461858,3.83377874,1,
793,24121,Malbosc,43.63461858,3.83377874,0,S5544
810,24220,Malbosc,43.63460283,3.83361742,0,S5544
1135,41111,Malbosc,43.63459067,3.83319628,0,S5544
1182,41245,Malbosc,43.63460813,3.83323387,0,S5544
S5376,5376,André Malraux,43.6194096,3.90041039,1,
352,09126,André Malraux,43.6194096,3.90041039,0,S5376
366,09202,André Malraux,43.6195016,3.90026442,0,S5376
S5711,5711,Mandarine,43.69293544,3.8621955,1,
745,23119,Mandarine,43.69293544,3.8621955,0,S5711
759,23208,Mandarine,43.69324274,3.86207982,0,S5711
S5336,5336,Manse,43.57001388,3.87835034,1,
871,27103,Manse,43.57001388,3.87835034,0,S5336
877,27211,Manse,43.56992208,3.87848386,0,S5336
S5240,5240,Baléares,43.65129008,3.94383776,1,
601,20124,Baléares,43.65129008,3.94383776,0,S5240
617,20210,Baléares,43.65132823,3.94369026,0,S5240
S5486,5486,Guglielmo Marconi,43.61145173,3.91231755,1,
407,10123,Guglielmo Marconi,43.61145173,3.91231755,0,S5486
445,10229,Guglielmo Marconi,43.61186419,3.91239079,0,S5486
S5318,5318,Marjories,43.60980354,3.80782797,1,
819,25106,Marjories,43.60980354,3.80782797,0,S5318
841,25212,Marjories,43.60970495,3.80714498,0,S5318
S5756,5756,Marquerose,43.58342415,3.82653899,1,
611,20141,Marquerose,43.58342415,3.82653899,0,S5756
637,20241,Marquerose,43.58337905,3.82655018,0,S5756
S5512,5512,La Martelle,43.60738788,3.82669387,1,
275,07201,La Martelle,43.60738788,3.82669387,0,S5512
1377,07131,La Martelle,43.60731769,3.82656832,0,S5512
S5550,5550,Martellière,43.60669999,3.83743887,1,
263,07125,Martellière,43.60669999,3.83743887,0,S5550
280,07206,Martellière,43.60718274,3.83828044,0,S5550
S5643,5643,Saint-Martin,43.59227308,3.88015064,1,
1263,43133,Saint-Martin,43.59227308,3.88015064,0,S5643
1284,43225,Saint-Martin,43.59226304,3.88022457,0,S5643
S5552,5552,Mas de Bagnères,43.58683337,3.85865824,1,
424,10155,Mas de Bagnères,43.58683337,3.85865824,0,S5552
461,10253,Mas de Bagnères,43.5875279,3.85849123,0,S5552
S5553,5553,Mas de Bellevue,43.63649841,3.81276129,1,
20,01134,Mas de Bellevue,43.63649841,3.81276129,0,S5553
27,01202,Mas de Bellevue,43.63710439,3.81249227,0,S5553
S5362,5362,Mas de Gué,43.65728215,3.85185686,1,
731,23105,Mas de Gué,43.65728215,3.85185686,0,S5362
773,23223,Mas de Gué,43.65720231,3.85178045,0,S5362
S5757,5757,Mas de Magret,43.56790266,3.82827322,1,
861,26109,Mas de Magret,43.56790266,3.82827322,0,S5757
870,26211,Mas de Magret,43.56794725,3.82829911,0,S5757
S5171,5171,Balestrier,43.64426981,3.90329491,1,
144,04169,Balestrier,43.64426981,3.90329491,0,S5171
146,04202,Balestrier,43.64421661,3.90324393,0,S5171
S5554,5554,Mas de Merle,43.60450808,3.85728587,1,
258,07119,Mas de Merle,43.60450808,3.85728587,0,S5554
285,07212,Mas de Merle,43.60435062,3.85761569,0,S5554
S5556,5556,Mas Saint-Pierre,43.58211885,3.87987639,1,
61,03102,Mas Saint-Pierre,43.58211885,3.87987639,0,S5556
112,03226,Mas Saint-Pierre,43.58176134,3.88036138,0,S5556
S5249,5249,Maumarin,43.66139279,3.94398604,1,
930,30105,Maumarin,43.66139279,3.94398604,0,S5249
931,30201,Maumarin,43.66144616,3.9440247,0,S5249
S5332,5332,Crédit Agricole,43.55881128,3.87658965,1,
567,18115,Crédit Agricole,43.55881128,3.87658965,0,S5332
875,27201,Crédit Agricole,43.55882027,3.8765899,0,S5332
S5729,5729,Les Mazets,43.6990994,4.01853158,1,
934,31101,Les Mazets,43.6990994,4.01853158,0,S5729
940,31201,Les Mazets,43.69918792,4.01862093,0,S5729
S5352,5352,Baillarguet,43.67771661,3.86718921,1,
741,23115,Baillarguet,43.67771661,3.86718921,0,S5352
763,23213,Baillarguet,43.67731379,3.86706693,0,S5352
S5548,5548,Marie Curie,43.61483955,3.8313054,1,
10,01114,Marie Curie,43.61483955,3.8313054,0,S5548
39,01224,Marie Curie,43.61475174,3.83115463,0,S5548
S5555,5555,Mas Drevon,43.59546744,3.8679175,1,
1196,42117,Mas Drevon,43.59546744,3.8679175,0,S5555
1242,42253,Mas Drevon,43.59548594,3.86788089,0,S5555
S5218,5218,Médiathèque Albert Camus,43.65554491,3.88127967,1,
720,22227,Médiathèque Albert Camus,43.65554491,3.88127967,0,S5218
S5337,5337,Méjean,43.56828951,3.90014937,1,
565,18102,Méjean,43.56828951,3.90014937,0,S5337
S5709,5709,Les Baronnes,43.69367355,3.87231324,1,
749,23123,Les Baronnes,43.69367355,3.87231324,0,S5709
1344,23134,Les Baronnes,43.69367355,3.87231324,0,S5709
S5319,5319,Mélanie,43.63066388,3.79820444,1,
824,25116,Mélanie,43.63066388,3.79820444,0,S5319
836,25202,Mélanie,43.63076307,3.79818222,0,S5319
S5480,5480,Georges Méliès,43.60668445,3.9229616,1,
359,09141,Georges Méliès,43.60668445,3.9229616,0,S5480
392,09241,Georges Méliès,43.60679409,3.92284093,0,S5480
S5506,5506,Jean Mermoz,43.61260256,3.88929896,1,
126,04116,Jean Mermoz,43.61260256,3.88929896,0,S5506
S5788,5788,Meyrargues,43.65373443,3.96914068,1,
898,29101,Meyrargues,43.65373443,3.96914068,0,S5788
923,29212,Meyrargues,43.65386636,3.96814152,0,S5788
S5543,5543,Major Flandre,43.62709926,3.87255266,1,
399,10109,Major Flandre,43.62709926,3.87255266,0,S5543
436,10211,Major Flandre,43.62680754,3.87410415,0,S5543
S5717,5717,Micocoulier,43.66688394,4.02965736,1,
910,29127,Micocoulier,43.66688394,4.02965736,0,S5717
926,29222,Micocoulier,43.66690877,4.02979433,0,S5717
S5559,5559,Millénaire,43.60349097,3.90832491,1,
410,10133,Millénaire,43.60349097,3.90832491,0,S5559
449,10233,Millénaire,43.60320899,3.90917073,0,S5559
1156,41153,Millénaire,43.60288063,3.91011423,0,S5559
1161,41203,Millénaire,43.60290759,3.91011497,0,S5559
S5507,5507,Jean Mirailhet,43.59615613,3.89210512,1,
306,08103,Jean Mirailhet,43.59615613,3.89210512,0,S5507
408,10125,Jean Mirailhet,43.59686016,3.89253247,0,S5507
S5785,5785,Frédéric Mistral,43.6640061,3.9741776,1,
648,21111,Frédéric Mistral,43.6640061,3.9741776,0,S5785
658,21206,Frédéric Mistral,43.66428262,3.97372732,0,S5785
S5560,5560,Mondial 98,43.60261724,3.90410725,1,
1155,41151,Mondial 98,43.60261724,3.90410725,0,S5560
1162,41205,Mondial 98,43.6026442,3.90410799,0,S5560
S5374,5374,Ambroise Paré,43.63801214,3.84769397,1,
46,02125,Ambroise Paré,43.63801214,3.84769397,0,S5374
S5451,5451,Eugène Bataillon,43.6314788,3.86099925,1,
219,06116,Eugène Bataillon,43.6314788,3.86099925,0,S5451
232,06206,Eugène Bataillon,43.63171269,3.86034953,0,S5451
S5200,5200,Place de la Monnaie,43.64415007,3.91031083,1,
141,04166,Place de la Monnaie,43.64415007,3.91031083,0,S5200
149,04205,Place de la Monnaie,43.64428595,3.9102403,0,S5200
S5250,5250,Monteroni d'Arbia,43.66012179,3.93632224,1,
928,30103,Monteroni d'Arbia,43.66012179,3.93632224,0,S5250
932,30203,Monteroni d'Arbia,43.66017589,3.93631138,0,S5250
S5354,5354,Chemin Neuf,43.66707699,3.85856917,1,
737,23111,Chemin Neuf,43.66707699,3.85856917,0,S5354
767,23217,Chemin Neuf,43.66732914,3.85853875,0,S5354
S5562,5562,Montmaur,43.64114707,3.86325036,1,
178,05127,Montmaur,43.64114707,3.86325036,0,S5562
192,05204,Montmaur,43.64042615,3.86401094,0,S5562
